rank,video_id,creator,views,likes,comments,saves,reposts,engagement_rate,score,upload_date,ai_phan_tich_tong_the,hook_analysis,viral_mechanics,buyer_psychology,winning_formula,top_buying_intent_questions,top_customer_objections,comments_analyzed_count,url,caption
27,7617447465578417421,trendsetterssquad,1100000,2745,16,843,463,0.003697,44.68,2026-03-15,"[ĐÁNH GIÁ NGÁCH]: Cạnh tranh cao với 77 video, nhưng thị trường nóng (19.8M views) nhờ xu hướng trang trí nội thất. Cơ hội cho brand mới là giải quyết nỗi sợ 'plastic' bằng chất liệu thực tế và tạo trải nghiệm setup độc đáo. | [CHIẾN LƯỢC VIDEO #27]: Natural lifestyle framing -> problem resolution -> seamless product showcase. | [TÂM LÝ KHÁCH]: Emotional connection to cozy living, relieving maintenance anxiety (no watering, no dying plants).",Curiosity / Lifestyle Context Hook: Opening with 'Shop your favorite items on Temu at low prices with great discounts....' to capture viewer attention within 3 seconds.,"Driven by 1,100,000 views and 843 saves (16 comments) due to high shareability and home decor reference value.","Emotional connection to cozy living, relieving maintenance anxiety (no watering, no dying plants).",Natural lifestyle framing -> problem resolution -> seamless product showcase.,,,0,https://www.tiktok.com/@trendsetterssquad/video/7617447465578417421,Shop your favorite items on Temu at low prices with great discounts.
28,7226551465035353390,kimmyhav,191100,700,14,443,109,0.006625,43.67,2023-04-27,"[ĐÁNH GIÁ NGÁCH]: Cạnh tranh cao với 77 video, nhưng thị trường nóng (19.8M views) nhờ xu hướng trang trí nội thất. Cơ hội cho brand mới là giải quyết nỗi sợ 'plastic' bằng chất liệu thực tế và tạo trải nghiệm setup độc đáo. | [CHIẾN LƯỢC VIDEO #28]: Curiosity question ('You won't believe this price') -> visual texture zoom -> room transformation -> bio link CTA. | [TÂM LÝ KHÁCH]: Immediate fear of missing out (FOMO) and pleasure of discovering high-end luxury at a discount price. (Khán giả phản hồi thực tế: Phân tích từ 11 bình luận thực tế: 18.2% người xem có ý định mua (hỏi link, hỏi chậu, hỏi giá). 0.0% có thắc mắc/nghi ngại về độ chân thực hoặc kích thước.)",Bargain Discovery / Smart Shopper Hook: Opening with 'its perfect 🥹 #amazonfinds #amazonmusthaves #whatiorderedvswhatigot #olivet...' to capture viewer attention within 3 seconds.,"Driven by 191,100 views and 443 saves (14 comments) due to high shareability and home decor reference value. | Ý định mua trong comment: 'Where is the planter from?! 😳, can you send the link dont find it?'","Immediate fear of missing out (FOMO) and pleasure of discovering high-end luxury at a discount price. (Khán giả phản hồi thực tế: Phân tích từ 11 bình luận thực tế: 18.2% người xem có ý định mua (hỏi link, hỏi chậu, hỏi giá). 0.0% có thắc mắc/nghi ngại về độ chân thực hoặc kích thước.)",Curiosity question ('You won't believe this price') -> visual texture zoom -> room transformation -> bio link CTA.,Where is the planter from?! 😳; can you send the link dont find it?,,11,https://www.tiktok.com/@kimmyhav/video/7226551465035353390,its perfect 🥹 #amazonfinds #amazonmusthaves #whatiorderedvswhatigot #olivetree #fauxolivetree  
29,7650603239221644575,llioniemedia,300500,776,10,285,88,0.003857,43.54,2026-06-13,"[ĐÁNH GIÁ NGÁCH]: Cạnh tranh cao với 77 video, nhưng thị trường nóng (19.8M views) nhờ xu hướng trang trí nội thất. Cơ hội cho brand mới là giải quyết nỗi sợ 'plastic' bằng chất liệu thực tế và tạo trải nghiệm setup độc đáo. | [CHIẾN LƯỢC VIDEO #29]: Curiosity question ('You won't believe this price') -> visual texture zoom -> room transformation -> bio link CTA. | [TÂM LÝ KHÁCH]: Immediate fear of missing out (FOMO) and pleasure of discovering high-end luxury at a discount price. (Khán giả phản hồi thực tế: Phân tích từ 5 bình luận thực tế: 20.0% người xem có ý định mua (hỏi link, hỏi chậu, hỏi giá). 0.0% có thắc mắc/nghi ngại về độ chân thực hoặc kích thước.)","Bargain Discovery / Smart Shopper Hook: Opening with 'my fav home item ever! 🫒 potted, 7FT, and so affordable! 🤌🏻✨ #olivetree #ar...' to capture viewer attention within 3 seconds.","Driven by 300,500 views and 285 saves (10 comments) due to high shareability and home decor reference value. | Ý định mua trong comment: 'But the chairs!! Where are they from 😭😍'","Immediate fear of missing out (FOMO) and pleasure of discovering high-end luxury at a discount price. (Khán giả phản hồi thực tế: Phân tích từ 5 bình luận thực tế: 20.0% người xem có ý định mua (hỏi link, hỏi chậu, hỏi giá). 0.0% có thắc mắc/nghi ngại về độ chân thực hoặc kích thước.)",Curiosity question ('You won't believe this price') -> visual texture zoom -> room transformation -> bio link CTA.,But the chairs!! Where are they from 😭😍,,5,https://www.tiktok.com/@llioniemedia/video/7650603239221644575,"my fav home item ever! 🫒 potted, 7FT, and so affordable! 🤌🏻✨ #olivetree #artificialolivetree #homedecor #homefinds #olivetreedecor "
30,7613424740186770718,kimandcrewfinds,186900,845,8,284,134,0.0068,41.7,2026-03-04,"[ĐÁNH GIÁ NGÁCH]: Cạnh tranh cao với 77 video, nhưng thị trường nóng (19.8M views) nhờ xu hướng trang trí nội thất. Cơ hội cho brand mới là giải quyết nỗi sợ 'plastic' bằng chất liệu thực tế và tạo trải nghiệm setup độc đáo. | [CHIẾN LƯỢC VIDEO #30]: Curiosity question ('You won't believe this price') -> visual texture zoom -> room transformation -> bio link CTA. | [TÂM LÝ KHÁCH]: Immediate fear of missing out (FOMO) and pleasure of discovering high-end luxury at a discount price.",Bargain Discovery / Smart Shopper Hook: Opening with 'The perfect olive tree - and it’s affordable #olivetree #fauxplants #fauxol...' to capture viewer attention within 3 seconds.,"Driven by 186,900 views and 284 saves (8 comments) due to high shareability and home decor reference value.",Immediate fear of missing out (FOMO) and pleasure of discovering high-end luxury at a discount price.,Curiosity question ('You won't believe this price') -> visual texture zoom -> room transformation -> bio link CTA.,,,0,https://www.tiktok.com/@kimandcrewfinds/video/7613424740186770718,The perfect olive tree - and it’s affordable #olivetree #fauxplants #fauxolivetree #homedecor #indoorplant 
31,7495705998380895495,xoxo.khaye,16500,213,111,147,208,0.041152,39.76,2025-04-21,"[ĐÁNH GIÁ NGÁCH]: Cạnh tranh cao với 77 video, nhưng thị trường nóng (19.8M views) nhờ xu hướng trang trí nội thất. Cơ hội cho brand mới là giải quyết nỗi sợ 'plastic' bằng chất liệu thực tế và tạo trải nghiệm setup độc đáo. | [CHIẾN LƯỢC VIDEO #31]: 0-3s quick visual reveal -> tactile proof (touching leaves) -> styled living room context -> recommendation. | [TÂM LÝ KHÁCH]: Desire for elevated living space and prestige; validates realistic faux items as tasteful and practical. (Khán giả phản hồi thực tế: Phân tích từ 100 bình luận thực tế: 9.0% người xem có ý định mua (hỏi link, hỏi chậu, hỏi giá). 0.0% có thắc mắc/nghi ngại về độ chân thực hoặc kích thước.)",Aesthetic Transformation / Visual Shock Hook: Opening with 'Make your space aesthetic with this minimalist Artificial Olive Tree — adds...' to capture viewer attention within 3 seconds.,"Driven by 16,500 views and 147 saves (111 comments) due to high shareability and home decor reference value. | Ý định mua trong comment: 'gandaa nito mi❤️💕 anung size nitoo mii 150 po ba?, lovely! ✨ whats the height?, Omg want this in my living room 😩'","Desire for elevated living space and prestige; validates realistic faux items as tasteful and practical. (Khán giả phản hồi thực tế: Phân tích từ 100 bình luận thực tế: 9.0% người xem có ý định mua (hỏi link, hỏi chậu, hỏi giá). 0.0% có thắc mắc/nghi ngại về độ chân thực hoặc kích thước.)",0-3s quick visual reveal -> tactile proof (touching leaves) -> styled living room context -> recommendation.,gandaa nito mi❤️💕 anung size nitoo mii 150 po ba?; lovely! ✨ whats the height?; Omg want this in my living room 😩; wanttt😍,,100,https://www.tiktok.com/@xoxo.khaye/video/7495705998380895495,"Make your space aesthetic with this minimalist Artificial Olive Tree — adds a calm, cozy vibe instantly ✨🍃 #modofo #olivetree #artificialolivetree #artificialtree #minimalisttree #cozyvibe #aesthetic #roomdecor #fyp "
32,7468005111206448430,the_authentic_bestie,578,17,17,7,11,0.089965,39.5,2025-02-06,"[ĐÁNH GIÁ NGÁCH]: Cạnh tranh cao với 77 video, nhưng thị trường nóng (19.8M views) nhờ xu hướng trang trí nội thất. Cơ hội cho brand mới là giải quyết nỗi sợ 'plastic' bằng chất liệu thực tế và tạo trải nghiệm setup độc đáo. | [CHIẾN LƯỢC VIDEO #32]: Natural lifestyle framing -> problem resolution -> seamless product showcase. | [TÂM LÝ KHÁCH]: Emotional connection to cozy living, relieving maintenance anxiety (no watering, no dying plants). (Khán giả phản hồi thực tế: Phân tích từ 8 bình luận thực tế: 12.5% người xem có ý định mua (hỏi link, hỏi chậu, hỏi giá). 0.0% có thắc mắc/nghi ngại về độ chân thực hoặc kích thước.)",Curiosity / Lifestyle Context Hook: Opening with 'Photo silk artificial olive trees are on a flash sale starting out at $35 a...' to capture viewer attention within 3 seconds.,Driven by 578 views and 7 saves (17 comments) due to high shareability and home decor reference value. | Ý định mua trong comment: 'So pretty. Love these so much. I want a 7 foot',"Emotional connection to cozy living, relieving maintenance anxiety (no watering, no dying plants). (Khán giả phản hồi thực tế: Phân tích từ 8 bình luận thực tế: 12.5% người xem có ý định mua (hỏi link, hỏi chậu, hỏi giá). 0.0% có thắc mắc/nghi ngại về độ chân thực hoặc kích thước.)",Natural lifestyle framing -> problem resolution -> seamless product showcase.,So pretty. Love these so much. I want a 7 foot,,8,https://www.tiktok.com/@the_authentic_bestie/video/7468005111206448430,Photo silk artificial olive trees are on a flash sale starting out at $35 and they’ve restocked in the 7 feet #olivetree #fauxolivetree #artificialolivetree 
33,7559394593406553355,sheinhomeandhauls,107200,1394,22,1287,389,0.028843,37.38,2025-10-10,"[ĐÁNH GIÁ NGÁCH]: Cạnh tranh cao với 77 video, nhưng thị trường nóng (19.8M views) nhờ xu hướng trang trí nội thất. Cơ hội cho brand mới là giải quyết nỗi sợ 'plastic' bằng chất liệu thực tế và tạo trải nghiệm setup độc đáo. | [CHIẾN LƯỢC VIDEO #33]: Curiosity question ('You won't believe this price') -> visual texture zoom -> room transformation -> bio link CTA. | [TÂM LÝ KHÁCH]: Immediate fear of missing out (FOMO) and pleasure of discovering high-end luxury at a discount price. (Khán giả phản hồi thực tế: Phân tích từ 14 bình luận thực tế: 85.7% người xem có ý định mua (hỏi link, hỏi chậu, hỏi giá). 0.0% có thắc mắc/nghi ngại về độ chân thực hoặc kích thước.)",Bargain Discovery / Smart Shopper Hook: Opening with 'This $40 Olive Tree from SHEIN really transformed my whole space! #roommake...' to capture viewer attention within 3 seconds.,"Driven by 107,200 views and 1,287 saves (22 comments) due to high shareability and home decor reference value. | Ý định mua trong comment: 'put a spotlight in it, There is no link in yor bio, Link??'","Immediate fear of missing out (FOMO) and pleasure of discovering high-end luxury at a discount price. (Khán giả phản hồi thực tế: Phân tích từ 14 bình luận thực tế: 85.7% người xem có ý định mua (hỏi link, hỏi chậu, hỏi giá). 0.0% có thắc mắc/nghi ngại về độ chân thực hoặc kích thước.)",Curiosity question ('You won't believe this price') -> visual texture zoom -> room transformation -> bio link CTA.,"put a spotlight in it; There is no link in yor bio; Link??; Hello, can I please have the link for the love tree 💚",,14,https://www.tiktok.com/@sheinhomeandhauls/video/7559394593406553355,This $40 Olive Tree from SHEIN really transformed my whole space! #roommakeover #fyp #shein #sheinfinds #homedecor 
34,7600224785527803167,costconewdeals,92000,1014,31,251,426,0.018717,32.09,2026-01-28,"[ĐÁNH GIÁ NGÁCH]: Cạnh tranh cao với 77 video, nhưng thị trường nóng (19.8M views) nhờ xu hướng trang trí nội thất. Cơ hội cho brand mới là giải quyết nỗi sợ 'plastic' bằng chất liệu thực tế và tạo trải nghiệm setup độc đáo. | [CHIẾN LƯỢC VIDEO #34]: Curiosity question ('You won't believe this price') -> visual texture zoom -> room transformation -> bio link CTA. | [TÂM LÝ KHÁCH]: Immediate fear of missing out (FOMO) and pleasure of discovering high-end luxury at a discount price.","Bargain Discovery / Smart Shopper Hook: Opening with '😍 This viral 8’ faux olive tree from costco  is tall, full, and looks way m...' to capture viewer attention within 3 seconds.","Driven by 92,000 views and 251 saves (31 comments) due to high shareability and home decor reference value.",Immediate fear of missing out (FOMO) and pleasure of discovering high-end luxury at a discount price.,Curiosity question ('You won't believe this price') -> visual texture zoom -> room transformation -> bio link CTA.,,,0,https://www.tiktok.com/@costconewdeals/video/7600224785527803167,"😍 This viral 8’ faux olive tree from costco  is tall, full, and looks way more expensive than it is. No watering, no shedding, just instant cozy, elevated vibes. If you’ve been thinking about adding a statement piece to your space, this is a great one  Send this to the friend who’s always redecorating or the one who needs a home refresh ASAP 🌿  #costco #olivetree #costcofinds #costcohome #homedecorfinds"
35,7130260245846412590,heykailymae,79400,1258,26,509,257,0.025819,31.41,2022-08-10,"[ĐÁNH GIÁ NGÁCH]: Cạnh tranh cao với 77 video, nhưng thị trường nóng (19.8M views) nhờ xu hướng trang trí nội thất. Cơ hội cho brand mới là giải quyết nỗi sợ 'plastic' bằng chất liệu thực tế và tạo trải nghiệm setup độc đáo. | [CHIẾN LƯỢC VIDEO #35]: Curiosity question ('You won't believe this price') -> visual texture zoom -> room transformation -> bio link CTA. | [TÂM LÝ KHÁCH]: Immediate fear of missing out (FOMO) and pleasure of discovering high-end luxury at a discount price. (Khán giả phản hồi thực tế: Phân tích từ 13 bình luận thực tế: 69.2% người xem có ý định mua (hỏi link, hỏi chậu, hỏi giá). 7.7% có thắc mắc/nghi ngại về độ chân thực hoặc kích thước.)",Bargain Discovery / Smart Shopper Hook: Opening with '👉🏼this amazon home find is one if my favorites to date! #amazonfinds #homel...' to capture viewer attention within 3 seconds.,"Driven by 79,400 views and 509 saves (26 comments) due to high shareability and home decor reference value. | Ý định mua trong comment: 'Love your olive tree!! what size did you get yours ?, Could you give me the link to this please, Where did you get the planter' & Rào cản/lo lắng: 'a fake tree ?'","Immediate fear of missing out (FOMO) and pleasure of discovering high-end luxury at a discount price. (Khán giả phản hồi thực tế: Phân tích từ 13 bình luận thực tế: 69.2% người xem có ý định mua (hỏi link, hỏi chậu, hỏi giá). 7.7% có thắc mắc/nghi ngại về độ chân thực hoặc kích thước.)",Curiosity question ('You won't believe this price') -> visual texture zoom -> room transformation -> bio link CTA.,Love your olive tree!! what size did you get yours ?; Could you give me the link to this please; Where did you get the planter; How much was it????,a fake tree ?,13,https://www.tiktok.com/@heykailymae/video/7130260245846412590,👉🏼this amazon home find is one if my favorites to date! #amazonfinds #homelife #homefinds #homedecor #fauxolivetree
36,7468448674595474731,bonita.showcase,31800,536,0,34,940,0.047484,25.35,2025-02-07,"[ĐÁNH GIÁ NGÁCH]: Cạnh tranh cao với 77 video, nhưng thị trường nóng (19.8M views) nhờ xu hướng trang trí nội thất. Cơ hội cho brand mới là giải quyết nỗi sợ 'plastic' bằng chất liệu thực tế và tạo trải nghiệm setup độc đáo. | [CHIẾN LƯỢC VIDEO #36]: 0-3s quick visual reveal -> tactile proof (touching leaves) -> styled living room context -> recommendation. | [TÂM LÝ KHÁCH]: Desire for elevated living space and prestige; validates realistic faux items as tasteful and practical.",Aesthetic Transformation / Visual Shock Hook: Opening with '🌿 Bring a natural touch to your home! The 6ft Artificial Olive Tree adds el...' to capture viewer attention within 3 seconds.,"Driven by 31,800 views and 34 saves (0 comments) due to high shareability and home decor reference value.",Desire for elevated living space and prestige; validates realistic faux items as tasteful and practical.,0-3s quick visual reveal -> tactile proof (touching leaves) -> styled living room context -> recommendation.,,,0,https://www.tiktok.com/@bonita.showcase/video/7468448674595474731,"🌿 Bring a natural touch to your home! The 6ft Artificial Olive Tree adds elegance to any corner. 🍃✨ With its realistic branches, vibrant leaves, and lifelike olives, it's a true eye-catcher! 🛍️ Get 15% off with code: kinik15 🔗 Shop now: https://www.shareconn.com/products/6ft-artificial-olive-tree-faux-silk-plant-with-lively-artifical-wood-trunk-and-lifelike-fruits @shareconn #HomeDecor #ArtificialTree #OliveTree #InteriorDesign #Collab "
37,7683933195028434189,jhs164822qi,34,2,0,0,0,0.058824,23.54,2026-09-10,"[ĐÁNH GIÁ NGÁCH]: Cạnh tranh cao với 77 video, nhưng thị trường nóng (19.8M views) nhờ xu hướng trang trí nội thất. Cơ hội cho brand mới là giải quyết nỗi sợ 'plastic' bằng chất liệu thực tế và tạo trải nghiệm setup độc đáo. | [CHIẾN LƯỢC VIDEO #37]: Natural lifestyle framing -> problem resolution -> seamless product showcase. | [TÂM LÝ KHÁCH]: Emotional connection to cozy living, relieving maintenance anxiety (no watering, no dying plants).",Curiosity / Lifestyle Context Hook: Opening with '#artificialolivetree #fauxolivetree #homedecor #artificialplant #Lifelike A...' to capture viewer attention within 3 seconds.,Driven by 34 views and 0 saves (0 comments) due to high shareability and home decor reference value.,"Emotional connection to cozy living, relieving maintenance anxiety (no watering, no dying plants).",Natural lifestyle framing -> problem resolution -> seamless product showcase.,,,0,https://www.tiktok.com/@jhs164822qi/video/7683933195028434189,"#artificialolivetree #fauxolivetree #homedecor #artificialplant #Lifelike Artificial Olive Tree, No Watering Needed, Mediterranean Home Decor"
38,7551217319146540301,lifewithmadisonm,14300,296,39,84,25,0.031049,23.08,2025-09-18,"[ĐÁNH GIÁ NGÁCH]: Cạnh tranh cao với 77 video, nhưng thị trường nóng (19.8M views) nhờ xu hướng trang trí nội thất. Cơ hội cho brand mới là giải quyết nỗi sợ 'plastic' bằng chất liệu thực tế và tạo trải nghiệm setup độc đáo. | [CHIẾN LƯỢC VIDEO #38]: Curiosity question ('You won't believe this price') -> visual texture zoom -> room transformation -> bio link CTA. | [TÂM LÝ KHÁCH]: Immediate fear of missing out (FOMO) and pleasure of discovering high-end luxury at a discount price.",Bargain Discovery / Smart Shopper Hook: Opening with 'love a budget friendly faux tree!!! 👏🏼 in my amazn sf! 💛 #fauxolivetree #am...' to capture viewer attention within 3 seconds.,"Driven by 14,300 views and 84 saves (39 comments) due to high shareability and home decor reference value.",Immediate fear of missing out (FOMO) and pleasure of discovering high-end luxury at a discount price.,Curiosity question ('You won't believe this price') -> visual texture zoom -> room transformation -> bio link CTA.,,,0,https://www.tiktok.com/@lifewithmadisonm/video/7551217319146540301,love a budget friendly faux tree!!! 👏🏼 in my amazn sf! 💛 #fauxolivetree #amazonhome #realead #affordablehomedecor #decoratewithme 
39,7569677522812652831,lifeoflianb,8475,137,42,61,22,0.030914,22.46,2025-11-07,"[ĐÁNH GIÁ NGÁCH]: Cạnh tranh cao với 77 video, nhưng thị trường nóng (19.8M views) nhờ xu hướng trang trí nội thất. Cơ hội cho brand mới là giải quyết nỗi sợ 'plastic' bằng chất liệu thực tế và tạo trải nghiệm setup độc đáo. | [CHIẾN LƯỢC VIDEO #39]: Step-by-step unboxing/crafting -> satisfying reveal -> cost breakdown vs commercial alternatives. | [TÂM LÝ KHÁCH]: Taps into pride of home improvement and cost-saving ingenuity; viewers trust creators who build with their hands.",DIY Craftsmanship / Process Hook: Opening with 'Added a subtle Christmas touch to my faux olive tree so it blends in with t...' to capture viewer attention within 3 seconds.,"Driven by 8,475 views and 61 saves (42 comments) due to high shareability and home decor reference value.",Taps into pride of home improvement and cost-saving ingenuity; viewers trust creators who build with their hands.,Step-by-step unboxing/crafting -> satisfying reveal -> cost breakdown vs commercial alternatives.,,,22,https://www.tiktok.com/@lifeoflianb/video/7569677522812652831,Added a subtle Christmas touch to my faux olive tree so it blends in with the holiday decor! Perfect DIY if you want your plants to match your Christmas aesthetic 🌲🤍✨ #christmasdecor #olivetreedecor #holidaydecor #diychristmasdecor #christmastree 
40,7493964587557981470,iamjustkobby,47800,887,12,144,58,0.023033,21.17,2025-04-17,"[ĐÁNH GIÁ NGÁCH]: Cạnh tranh cao với 77 video, nhưng thị trường nóng (19.8M views) nhờ xu hướng trang trí nội thất. Cơ hội cho brand mới là giải quyết nỗi sợ 'plastic' bằng chất liệu thực tế và tạo trải nghiệm setup độc đáo. | [CHIẾN LƯỢC VIDEO #40]: Curiosity question ('You won't believe this price') -> visual texture zoom -> room transformation -> bio link CTA. | [TÂM LÝ KHÁCH]: Immediate fear of missing out (FOMO) and pleasure of discovering high-end luxury at a discount price.",Bargain Discovery / Smart Shopper Hook: Opening with 'Set up my 6ft faux olive tree with me #indoorplants #homeliving #homedecor ...' to capture viewer attention within 3 seconds.,"Driven by 47,800 views and 144 saves (12 comments) due to high shareability and home decor reference value.",Immediate fear of missing out (FOMO) and pleasure of discovering high-end luxury at a discount price.,Curiosity question ('You won't believe this price') -> visual texture zoom -> room transformation -> bio link CTA.,,,7,https://www.tiktok.com/@iamjustkobby/video/7493964587557981470,Set up my 6ft faux olive tree with me #indoorplants #homeliving #homedecor #homefinds #homeupgrades #interiordesign 
41,7214673041966599466,beigewhitegray,21400,560,14,119,55,0.034953,21.06,2023-03-26,"[ĐÁNH GIÁ NGÁCH]: Cạnh tranh cao với 77 video, nhưng thị trường nóng (19.8M views) nhờ xu hướng trang trí nội thất. Cơ hội cho brand mới là giải quyết nỗi sợ 'plastic' bằng chất liệu thực tế và tạo trải nghiệm setup độc đáo. | [CHIẾN LƯỢC VIDEO #41]: Curiosity question ('You won't believe this price') -> visual texture zoom -> room transformation -> bio link CTA. | [TÂM LÝ KHÁCH]: Immediate fear of missing out (FOMO) and pleasure of discovering high-end luxury at a discount price. (Khán giả phản hồi thực tế: Phân tích từ 10 bình luận thực tế: 80.0% người xem có ý định mua (hỏi link, hỏi chậu, hỏi giá). 0.0% có thắc mắc/nghi ngại về độ chân thực hoặc kích thước.)",Bargain Discovery / Smart Shopper Hook: Opening with 'Showing you step by step how elevate my faux olive tree from amazon. Give i...' to capture viewer attention within 3 seconds.,"Driven by 21,400 views and 119 saves (14 comments) due to high shareability and home decor reference value. | Ý định mua trong comment: 'I love your rug, where is it from?, Such a great tree and planter, Which size is your planter? Medium or large?'","Immediate fear of missing out (FOMO) and pleasure of discovering high-end luxury at a discount price. (Khán giả phản hồi thực tế: Phân tích từ 10 bình luận thực tế: 80.0% người xem có ý định mua (hỏi link, hỏi chậu, hỏi giá). 0.0% có thắc mắc/nghi ngại về độ chân thực hoặc kích thước.)",Curiosity question ('You won't believe this price') -> visual texture zoom -> room transformation -> bio link CTA.,"I love your rug, where is it from?; Such a great tree and planter; Which size is your planter? Medium or large?; And where is the planter from?",,10,https://www.tiktok.com/@beigewhitegray/video/7214673041966599466,Showing you step by step how elevate my faux olive tree from amazon. Give it a try. #fauxolivetree #homedecor #homestylingtiktok #homestylingideas 
42,7676263055776337183,biggie.beauty,290,13,0,2,0,0.051724,20.75,2026-08-21,"[ĐÁNH GIÁ NGÁCH]: Cạnh tranh cao với 77 video, nhưng thị trường nóng (19.8M views) nhờ xu hướng trang trí nội thất. Cơ hội cho brand mới là giải quyết nỗi sợ 'plastic' bằng chất liệu thực tế và tạo trải nghiệm setup độc đáo. | [CHIẾN LƯỢC VIDEO #42]: 0-3s quick visual reveal -> tactile proof (touching leaves) -> styled living room context -> recommendation. | [TÂM LÝ KHÁCH]: Desire for elevated living space and prestige; validates realistic faux items as tasteful and practical.",Aesthetic Transformation / Visual Shock Hook: Opening with 'The faux olive tree that looks way more expensive than it is 🌿🤎 It’s consta...' to capture viewer attention within 3 seconds.,Driven by 290 views and 2 saves (0 comments) due to high shareability and home decor reference value.,Desire for elevated living space and prestige; validates realistic faux items as tasteful and practical.,0-3s quick visual reveal -> tactile proof (touching leaves) -> styled living room context -> recommendation.,,,0,https://www.tiktok.com/@biggie.beauty/video/7676263055776337183,"The faux olive tree that looks way more expensive than it is 🌿🤎 It’s constantly in and out of stock for a reason the texture, fullness, winding branches and realistic leaves make it look like the real thing WITHOUT the maintenance.  One of those pieces that instantly makes a space feel more elevated. ✨ @CEDAFIR Shop #olivetree #fauxplants #homedecor #tiktokshopbacktoschool #tiktokshopcreatorpicks "
43,7541310954215181575,w_agan,4564,37,8,21,99,0.036152,16.97,2025-08-22,"[ĐÁNH GIÁ NGÁCH]: Cạnh tranh cao với 77 video, nhưng thị trường nóng (19.8M views) nhờ xu hướng trang trí nội thất. Cơ hội cho brand mới là giải quyết nỗi sợ 'plastic' bằng chất liệu thực tế và tạo trải nghiệm setup độc đáo. | [CHIẾN LƯỢC VIDEO #43]: Curiosity question ('You won't believe this price') -> visual texture zoom -> room transformation -> bio link CTA. | [TÂM LÝ KHÁCH]: Immediate fear of missing out (FOMO) and pleasure of discovering high-end luxury at a discount price.",Bargain Discovery / Smart Shopper Hook: Opening with 'Just found an affordable artificial olive tree *.`🌿: ^🍃 #olivetree #artific...' to capture viewer attention within 3 seconds.,"Driven by 4,564 views and 21 saves (8 comments) due to high shareability and home decor reference value.",Immediate fear of missing out (FOMO) and pleasure of discovering high-end luxury at a discount price.,Curiosity question ('You won't believe this price') -> visual texture zoom -> room transformation -> bio link CTA.,,,0,https://www.tiktok.com/@w_agan/video/7541310954215181575,Just found an affordable artificial olive tree *.`🌿: ^🍃 #olivetree #artificialplants #artificialflowers #decorations #homedecor 
44,7515204922300763423,taylor_ann_white,22000,300,8,202,74,0.026545,16.62,2025-06-13,"[ĐÁNH GIÁ NGÁCH]: Cạnh tranh cao với 77 video, nhưng thị trường nóng (19.8M views) nhờ xu hướng trang trí nội thất. Cơ hội cho brand mới là giải quyết nỗi sợ 'plastic' bằng chất liệu thực tế và tạo trải nghiệm setup độc đáo. | [CHIẾN LƯỢC VIDEO #44]: Curiosity question ('You won't believe this price') -> visual texture zoom -> room transformation -> bio link CTA. | [TÂM LÝ KHÁCH]: Immediate fear of missing out (FOMO) and pleasure of discovering high-end luxury at a discount price. (Khán giả phản hồi thực tế: Phân tích từ 6 bình luận thực tế: 50.0% người xem có ý định mua (hỏi link, hỏi chậu, hỏi giá). 0.0% có thắc mắc/nghi ngại về độ chân thực hoặc kích thước.)",Bargain Discovery / Smart Shopper Hook: Opening with 'Setting up the perfect 7ft olive tree🫒 This planter was only $30 at hobby l...' to capture viewer attention within 3 seconds.,"Driven by 22,000 views and 202 saves (8 comments) due to high shareability and home decor reference value. | Ý định mua trong comment: 'Oh this is super cute! Perfect sized vase😍, Where is the tree from ?, are you able to link it?'","Immediate fear of missing out (FOMO) and pleasure of discovering high-end luxury at a discount price. (Khán giả phản hồi thực tế: Phân tích từ 6 bình luận thực tế: 50.0% người xem có ý định mua (hỏi link, hỏi chậu, hỏi giá). 0.0% có thắc mắc/nghi ngại về độ chân thực hoặc kích thước.)",Curiosity question ('You won't believe this price') -> visual texture zoom -> room transformation -> bio link CTA.,Oh this is super cute! Perfect sized vase😍; Where is the tree from ?; are you able to link it?,,6,https://www.tiktok.com/@taylor_ann_white/video/7515204922300763423,Setting up the perfect 7ft olive tree🫒 This planter was only $30 at hobby lobby!! #olivetree #fauxolivetree #planter #hobbylobbyfinds #amazonfinds #amazonhome 
